transaction_id,time,issuer_id,pos_id,card_number,status
trans_179,10:01,issuer1,pos1,1234567890123456,pending
trans_180,10:01,issuer1,pos1,1234567890123456,pending
trans_181,10:01,issuer1,pos1,1234567890123456,pending
trans_182,10:01,issuer1,pos1,1234567890123456,pending
trans_183,10:01,issuer1,pos1,1234567890123456,pending
trans_184,10:01,issuer1,pos1,1234567890123456,pending
trans_185,10:01,issuer1,pos1,1234567890123456,pending
trans_186,10:01,issuer1,pos1,1234567890123456,pending
trans_187,10:01,issuer1,pos1,1234567890123456,pending
trans_188,10:01,issuer1,pos1,1234567890123456,pending
trans_189,10:01,issuer1,pos1,1234567890123456,pending
trans_190,10:01,issuer1,pos1,1234567890123456,pending
trans_191,10:01,issuer1,pos1,1234567890123456,pending
trans_192,10:01,issuer1,pos1,1234567890123456,pending
trans_193,10:01,issuer1,pos1,1234567890123456,pending
trans_194,10:01,issuer1,pos1,1234567890123456,pending
trans_195,10:01,issuer1,pos1,1234567890123456,pending
trans_196,10:01,issuer1,pos1,1234567890123456,pending
trans_197,10:01,issuer1,pos1,1234567890123456,pending
trans_198,10:01,issuer1,pos1,1234567890123456,pending
trans_199,10:01,issuer1,pos1,1234567890123456,pending
trans_200,10:01,issuer1,pos1,1234567890123456,pending
trans_201,10:01,issuer1,pos1,1234567890123456,pending
trans_202,10:01,issuer1,pos1,1234567890123456,pending
trans_203,10:01,issuer1,pos1,1234567890123456,pending
trans_204,10:01,issuer1,pos1,1234567890123456,pending
trans_205,10:01,issuer1,pos1,1234567890123456,pending
trans_206,10:01,issuer1,pos1,1234567890123456,pending
trans_207,10:01,issuer1,pos1,1234567890123456,pending
trans_208,10:01,issuer1,pos1,1234567890123456,pending
trans_209,10:01,issuer1,pos1,1234567890123456,pending
trans_210,10:01,issuer1,pos1,1234567890123456,pending
trans_211,10:01,issuer1,pos1,1234567890123456,pending
trans_212,10:01,issuer1,pos1,1234567890123456,pending
trans_213,10:01,issuer1,pos1,1234567890123456,pending
trans_214,10:01,issuer1,pos1,1234567890123456,pending
trans_215,10:01,issuer1,pos1,1234567890123456,pending
trans_216,10:01,issuer1,pos1,1234567890123456,pending
trans_217,10:01,issuer1,pos1,1234567890123456,pending
trans_218,10:01,issuer1,pos1,1234567890123456,pending
trans_219,10:01,issuer1,pos1,1234567890123456,pending
trans_220,10:01,issuer1,pos1,1234567890123456,pending
trans_221,10:01,issuer1,pos1,1234567890123456,pending
trans_222,10:01,issuer1,pos1,1234567890123456,pending
trans_223,10:01,issuer1,pos1,1234567890123456,pending
trans_224,10:01,issuer1,pos1,1234567890123456,pending
trans_225,10:01,issuer1,pos1,1234567890123456,pending
trans_226,10:01,issuer1,pos1,1234567890123456,pending
trans_227,10:01,issuer1,pos1,1234567890123456,pending
trans_228,10:01,issuer1,pos1,1234567890123456,pending
trans_229,10:01,issuer1,pos1,1234567890123456,pending
trans_230,10:01,issuer1,pos1,1234567890123456,pending
trans_231,10:01,issuer1,pos1,1234567890123456,pending
trans_232,10:01,issuer1,pos1,1234567890123456,pending
trans_233,10:01,issuer1,pos1,1234567890123456,pending
trans_234,10:01,issuer1,pos1,1234567890123456,pending
trans_235,10:01,issuer1,pos1,1234567890123456,pending
trans_236,10:01,issuer1,pos1,1234567890123456,pending
trans_237,10:01,issuer1,pos1,1234567890123456,pending
trans_238,10:01,issuer1,pos1,1234567890123456,pending
trans_239,10:01,issuer1,pos1,1234567890123456,pending
trans_240,10:01,issuer1,pos1,1234567890123456,pending
trans_241,10:01,issuer1,pos1,1234567890123456,pending
trans_242,10:01,issuer1,pos1,1234567890123456,pending
trans_243,10:01,issuer1,pos1,1234567890123456,pending
trans_244,10:01,issuer1,pos1,1234567890123456,pending
trans_245,10:01,issuer1,pos1,1234567890123456,pending
trans_246,10:01,issuer1,pos1,1234567890123456,pending
trans_247,10:01,issuer1,pos1,1234567890123456,pending
trans_248,10:01,issuer1,pos1,1234567890123456,pending
trans_249,10:01,issuer1,pos1,1234567890123456,pending
trans_250,10:01,issuer1,pos1,1234567890123456,pending
trans_251,10:01,issuer1,pos1,1234567890123456,pending
trans_252,10:01,issuer1,pos1,1234567890123456,pending
trans_253,10:01,issuer1,pos1,1234567890123456,pending
trans_254,10:01,issuer1,pos1,1234567890123456,pending
trans_255,10:01,issuer1,pos1,1234567890123456,pending
trans_256,10:01,issuer1,pos1,1234567890123456,pending
trans_257,10:01,issuer1,pos1,1234567890123456,pending
trans_258,10:01,issuer1,pos1,1234567890123456,pending
trans_259,10:01,issuer1,pos1,1234567890123456,pending
trans_260,10:01,issuer1,pos1,1234567890123456,pending
trans_261,10:01,issuer1,pos1,1234567890123456,pending
trans_262,10:01,issuer1,pos1,1234567890123456,pending
trans_263,10:01,issuer1,pos1,1234567890123456,pending
trans_264,10:01,issuer1,pos1,1234567890123456,pending
trans_265,10:01,issuer1,pos1,1234567890123456,pending
trans_266,10:01,issuer1,pos1,1234567890123456,pending
trans_267,10:01,issuer1,pos1,1234567890123456,pending
trans_268,10:01,issuer1,pos1,1234567890123456,pending
trans_269,10:01,issuer1,pos1,1234567890123456,pending
trans_270,10:01,issuer1,pos1,1234567890123456,pending
trans_271,10:01,issuer1,pos1,1234567890123456,pending
trans_272,10:01,issuer1,pos1,1234567890123456,pending
trans_273,10:01,issuer1,pos1,1234567890123456,pending
trans_274,10:01,issuer1,pos1,1234567890123456,pending
trans_275,10:01,issuer1,pos1,1234567890123456,pending
trans_276,10:01,issuer1,pos1,1234567890123456,pending
trans_277,10:01,issuer1,pos1,1234567890123456,pending
trans_278,10:01,issuer1,pos1,1234567890123456,pending
trans_279,10:01,issuer1,pos1,1234567890123456,pending
trans_280,10:01,issuer1,pos1,1234567890123456,pending
trans_281,10:01,issuer1,pos1,1234567890123456,pending
trans_282,10:01,issuer1,pos1,1234567890123456,pending
trans_283,10:01,issuer1,pos1,1234567890123456,pending
trans_284,10:01,issuer1,pos1,1234567890123456,pending
trans_285,10:01,issuer1,pos1,1234567890123456,pending
trans_286,10:01,issuer1,pos1,1234567890123456,pending
trans_287,10:01,issuer1,pos1,1234567890123456,pending
trans_288,10:01,issuer1,pos1,1234567890123456,pending
trans_289,10:01,issuer1,pos1,1234567890123456,pending
trans_290,10:01,issuer1,pos1,1234567890123456,pending
trans_291,10:01,issuer1,pos1,1234567890123456,pending
trans_292,10:01,issuer1,pos1,1234567890123456,pending
trans_293,10:01,issuer1,pos1,1234567890123456,pending
trans_294,10:01,issuer1,pos1,1234567890123456,pending
trans_295,10:01,issuer1,pos1,1234567890123456,pending
trans_296,10:01,issuer1,pos1,1234567890123456,pending
trans_297,10:01,issuer1,pos1,1234567890123456,pending
trans_298,10:01,issuer1,pos1,1234567890123456,pending
trans_299,10:01,issuer1,pos1,1234567890123456,pending
trans_300,10:01,issuer1,pos1,1234567890123456,pending
trans_301,10:01,issuer1,pos1,1234567890123456,pending
trans_302,10:01,issuer1,pos1,1234567890123456,pending
trans_303,10:01,issuer1,pos1,1234567890123456,pending
trans_304,10:01,issuer1,pos1,1234567890123456,pending
trans_305,10:01,issuer1,pos1,1234567890123456,pending
trans_306,10:01,issuer1,pos1,1234567890123456,pending
trans_307,10:01,issuer1,pos1,1234567890123456,pending
trans_308,10:01,issuer1,pos1,1234567890123456,pending
trans_309,10:01,issuer1,pos1,1234567890123456,pending
trans_310,10:01,issuer1,pos1,1234567890123456,pending
trans_311,10:01,issuer1,pos1,1234567890123456,pending
trans_312,10:01,issuer1,pos1,1234567890123456,pending
trans_313,10:01,issuer1,pos1,1234567890123456,pending
trans_314,10:01,issuer1,pos1,1234567890123456,pending
trans_315,10:01,issuer1,pos1,1234567890123456,pending
trans_316,10:01,issuer1,pos1,1234567890123456,pending
trans_317,10:01,issuer1,pos1,1234567890123456,pending
trans_318,10:01,issuer1,pos1,1234567890123456,pending
trans_319,10:01,issuer1,pos1,1234567890123456,pending
trans_320,10:01,issuer1,pos1,1234567890123456,pending
trans_321,10:01,issuer1,pos1,1234567890123456,pending
trans_322,10:01,issuer1,pos1,1234567890123456,pending
trans_323,10:01,issuer1,pos1,1234567890123456,pending
trans_324,10:01,issuer1,pos1,1234567890123456,pending
trans_325,10:01,issuer1,pos1,1234567890123456,pending
trans_326,10:01,issuer1,pos1,1234567890123456,pending
trans_327,10:01,issuer1,pos1,1234567890123456,pending
trans_328,10:01,issuer1,pos1,1234567890123456,pending
trans_329,10:01,issuer1,pos1,1234567890123456,pending
trans_330,10:01,issuer1,pos1,1234567890123456,pending
trans_331,10:01,issuer1,pos1,1234567890123456,pending
trans_332,10:01,issuer1,pos1,1234567890123456,pending
trans_333,10:01,issuer1,pos1,1234567890123456,pending
trans_334,10:01,issuer1,pos1,1234567890123456,pending
trans_335,10:01,issuer1,pos1,1234567890123456,pending
trans_336,10:01,issuer1,pos1,1234567890123456,pending
trans_337,10:01,issuer1,pos1,1234567890123456,pending
trans_338,10:01,issuer1,pos1,1234567890123456,pending
trans_339,10:01,issuer1,pos1,1234567890123456,pending
trans_340,10:01,issuer1,pos1,1234567890123456,pending
trans_341,10:01,issuer1,pos1,1234567890123456,pending
trans_342,10:01,issuer1,pos1,1234567890123456,pending
trans_343,10:01,issuer1,pos1,1234567890123456,pending
trans_344,10:01,issuer1,pos1,1234567890123456,pending
trans_345,10:01,issuer1,pos1,1234567890123456,pending
trans_346,10:01,issuer1,pos1,1234567890123456,pending
trans_347,10:01,issuer1,pos1,1234567890123456,pending
trans_348,10:01,issuer1,pos1,1234567890123456,pending
trans_349,10:01,issuer1,pos3,1234567890123456,pending
trans_350,10:01,issuer1,pos3,1234567890123456,pending
trans_351,10:01,issuer1,pos3,1234567890123456,pending
trans_352,10:01,issuer1,pos2,1234567890123456,pending
trans_353,10:01,issuer2,pos1,1234567890123456,pending
trans_354,10:01,issuer2,pos1,1234567890123456,pending
trans_355,10:01,issuer2,pos1,1234567890123456,pending
trans_356,10:01,issuer2,pos1,1234567890123456,pending
trans_357,10:01,issuer2,pos1,1234567890123456,pending
trans_358,10:01,issuer2,pos1,1234567890123456,pending
trans_359,10:01,issuer2,pos1,1234567890123456,pending
trans_360,10:01,issuer2,pos1,1234567890123456,pending
trans_361,10:01,issuer2,pos1,1234567890123456,pending
trans_362,10:01,issuer2,pos1,1234567890123456,pending
trans_363,10:01,issuer2,pos1,1234567890123456,pending
trans_364,10:01,issuer2,pos1,1234567890123456,pending
trans_365,10:01,issuer2,pos1,1234567890123456,pending
trans_366,10:01,issuer2,pos1,1234567890123456,pending
trans_367,10:01,issuer2,pos1,1234567890123456,pending
trans_368,10:01,issuer2,pos1,1234567890123456,pending
trans_369,10:01,issuer2,pos1,1234567890123456,pending
trans_370,10:01,issuer2,pos1,1234567890123456,pending
trans_371,10:01,issuer2,pos1,1234567890123456,pending
trans_372,10:01,issuer2,pos1,1234567890123456,pending
trans_373,10:01,issuer2,pos1,1234567890123456,pending
trans_374,10:01,issuer2,pos1,1234567890123456,pending
trans_375,10:01,issuer2,pos1,1234567890123456,pending
trans_376,10:01,issuer2,pos1,1234567890123456,pending
trans_377,10:01,issuer2,pos1,1234567890123456,pending
trans_378,10:01,issuer2,pos1,1234567890123456,pending
trans_379,10:01,issuer2,pos1,1234567890123456,pending
